AD NAME,"SENTIENT REVIEW LINK
(catcher page)",ID,Expires,Payout,ad_code,width,height,homepage?,video_page?,other_pages?,is_text_ad,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1Gspn'><img src='http://images.imgehost.com/3846/banners/02262007/fw_160x600_orange_r1.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gspq"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1Gsq3'><img src='http://images1.azoogleads.com/ssa/3846_banners/247940.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsq5"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1Gsq7'><img src='http://images.imgehost.com/3846/banners/02262007/MajorSearch_300x250_10k_3L.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsq9"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1GsqF'><img src='http://images.imgehost.com/3846/banners/02262007/fw_300x250_orange_r1.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsqH"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""300"" height=""250"">
<param name=""movie"" value=""http://i.1100i.com/3846/flash/02262007/gradpic_300x250_30k_3L.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gsqn"" />
<embed src=""http://i.1100i.com/3846/flash/02262007/gradpic_300x250_30k_3L.swf?clickTAG=http://x.azjmp.com/1Gsqn"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1Gsqq"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<a href='http://x.azjmp.com/1GsqK'><img src='http://images.imgehost.com/3846/banners/02262007/gradpic_720x300_40k_3L.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsqM"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Monster.com FastWeb - Free Scholarship for School (Web) ,http://www.fastweb.com/fastweb/register/start?ref=azoogle_ban-1f--,3846,1/31/09,$2.90,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""720"" height=""300"">
<param name=""movie"" value=""http://i.1100i.com/3846/flash/02262007/life_720x300_30K.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GsqP"" />
<embed src=""http://i.1100i.com/3846/flash/02262007/life_720x300_30K.swf?clickTAG=http://x.azjmp.com/1GsqP"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""720"" height=""300""></embed>
</object><img src=""http://i.azjmp.com/1GsqR"" height=""1"" width=""1"">",720,300,no,no,mess_board_bottom,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<a href='http://x.azjmp.com/1Gsrl'><img src='http://images.imgehost.com/5222/banners/10262007/NAP_mindreaderSONG_120x60.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsrn"" height=""1"" width=""1""></div>",120,60,no,no,mess_board_right bottom,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<a href='http://x.azjmp.com/1Gsrz'><img src='http://images.imgehost.com/5222/banners/10262007/NAP_160600_b1.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gss1"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<a href='http://x.azjmp.com/1GssK'><img src='http://images.imgehost.com/5222/banners/10262007/NAP_mindreaderSONG_160x600.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GssM"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=5"" width=""160"" height=""600"">
<param name=""movie"" value=""http://i.1100i.com/5222/flash/10262007/NAP_160600_b1.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1Gssg"" />
<embed src=""http://i.1100i.com/5222/flash/10262007/NAP_160600_b1.swf?clickTAG=http://x.azjmp.com/1Gssg"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""160"" height=""600""></embed>
</object><img src=""http://i.azjmp.com/1Gssj"" height=""1"" width=""1"">",160,600,no,no,mess_board_right,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<a href='http://x.azjmp.com/1GssP'><img src='http://images.imgehost.com/5222/banners/10262007/NAP_300250_b3.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GssR"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<a href='http://x.azjmp.com/1GssT'><img src='http://images.imgehost.com/5222/banners/10262007/NAP_300250_b1.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GssW"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Napster,http://www.napster.com/choose/index_default.html,5222,3/31/08,$7.30,"<object classid=""clsid:D27CDB6E-AE6D-11cf-96B8-444553540000"" codebase=""http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=6"" width=""300"" height=""250"">
<param name=""movie"" value=""http://i.1100i.com/5222/flash/10262007/NAP_mindreaderSONG_300x250.swf"" />
<param name=""quality"" value=""high"" />
<param name=""flashvars"" value=""clickTAG=http://x.azjmp.com/1GssY"" />
<embed src=""http://i.1100i.com/5222/flash/10262007/NAP_mindreaderSONG_300x250.swf?clickTAG=http://x.azjmp.com/1GssY"" quality=""high"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" type=""application/x-shockwave-flash"" width=""300"" height=""250""></embed>
</object><img src=""http://i.azjmp.com/1Gssb"" height=""1"" width=""1"">",300,250,yes,yes,mess_board_bottom,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1GtW1""><img src=""http://images.imgehost.com/430/May2006/banners/120240A.gif"" border=""0"" width=""120"" height=""240""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GtW3"" height=""1"" width=""1""></div>",120,240,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1GtWT'><img src='http://images.imgehost.com/430/banners/06092007/120240B_599.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GtWW"" height=""1"" width=""1""></div>",120,240,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1GtWY""><img src=""http://images.imgehost.com/430/May2006/banners/120600A.gif"" border=""0"" width=""120"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GtWb"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1GtWY""><img src=""http://images.imgehost.com/430/May2006/banners/120600A.gif"" border=""0"" width=""120"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GtWb"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1GtWx""><img src=""http://images.imgehost.com/430/May2006/banners/160600A.gif"" border=""0"" width=""160"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GtWz"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1GtXF""><img src=""http://images.imgehost.com/430/May2006/banners/160600B.gif"" border=""0"" width=""160"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GtXH"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1GtZF'><img src='http://images.imgehost.com/430/banners/12212006/300250A_599.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GtZH"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1Gtcg'><img src='http://images.imgehost.com/430/banners/02052007/720300C_499.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gtcj"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1Gtcl'><img src='http://images.imgehost.com/430/banners/02052007/720300D_499.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gtcn"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href=""http://x.azjmp.com/1Gtcs""><img src=""http://images.imgehost.com/430/May2006/banners/728090A.gif"" border=""0"" width=""728"" height=""90""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gtcv"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1Gtcx'><img src='http://images.imgehost.com/430/banners/02052007/728090B_499.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gtcz"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1Gtd1'><img src='http://images.imgehost.com/430/banners/12212006/728090A_599.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gtd3"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Netflix,http://www.netflix.com/Register?mqso=60189433&ls_sourceid=RJq7iIK2Foo-6N6HfH0GFDNduDgXeHQ9aw,430,9/18/08,$26.50,"<a href='http://x.azjmp.com/1Gtd7'><img src='http://images.imgehost.com/430/banners/02052007/728090C_499.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gtd9"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsqd'><img src='http://images.imgehost.com/4395/banners/03262007/120x600_green.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsqg"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1GsqT'><img src='http://images.imgehost.com/4395/banners/08142007/120x600-TargetBanner.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsqW"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsqj'><img src='http://images.imgehost.com/4395/banners/03262007/poetry_tree_120X600.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsql"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsqx'><img src='http://images.imgehost.com/4395/banners/03262007/YellowFlowers.160x600.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsqz"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsr1'><img src='http://images.imgehost.com/4395/banners/08142007/300px-Target-Ad.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsr3"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsr5'><img src='http://images.imgehost.com/4395/banners/03262007/720x300_green.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsr7"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsr9'><img src='http://images.imgehost.com/4395/banners/03262007/poetry_tree_720x300.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsrC"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1GsrF'><img src='http://images.imgehost.com/4395/banners/03262007/poetry_paper_720x300.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsrH"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1GsrM'><img src='http://images.imgehost.com/4395/banners/03262007/poetry_tree_728x90.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsrP"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Poetry.com - Free Poetry Contest,http://www.poetry.com/contest/contest.asp?Suite=A64201#back,4395,3/26/08,$2.20,"<a href='http://x.azjmp.com/1Gsrg'><img src='http://images.imgehost.com/4395/banners/03262007/poetry_paper_728x90.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsrj"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
"Product Test Panel I Apple MacBook I Zip Submit (if we want to go the ""freebie"" route)",http://producttestpanel.com/macbook/?lid=::add-8619_mbpro_35435&add_offerid=5543763&addomain=grz67.com,5766,1/9/09,$0.85,"<a href='http://x.azjmp.com/1Gsmx'><img src='http://images1.azoogleads.com/ssa/5766_banners/127608.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsmz"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
"Product Test Panel I Apple MacBook I Zip Submit (if we want to go the ""freebie"" route)",http://producttestpanel.com/macbook/?lid=::add-8619_mbpro_35435&add_offerid=5543763&addomain=grz67.com,5767,1/10/09,$1.85,"<a href='http://x.azjmp.com/1Gsn1'><img src='http://images1.azoogleads.com/ssa/5766_banners/127609.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsn3"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
"Product Test Panel I Apple MacBook I Zip Submit (if we want to go the ""freebie"" route)",http://producttestpanel.com/macbook/?lid=::add-8619_mbpro_35435&add_offerid=5543763&addomain=grz67.com,5768,1/11/09,$2.85,"<a href='http://x.azjmp.com/1Gspj'><img src='http://images1.azoogleads.com/ssa/5766_banners/127610.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gspl"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
"Product Test Panel I Apple MacBook I Zip Submit (if we want to go the ""freebie"" route)",http://producttestpanel.com/macbook/?lid=::add-8619_mbpro_35435&add_offerid=5543763&addomain=grz67.com,5769,1/12/09,$3.85,"<a href='http://x.azjmp.com/1Gspz'><img src='http://images1.azoogleads.com/ssa/5766_banners/127611.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsq1"" height=""1"" width=""1""></div>",468,60,no,yes,no,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1Gsks'><img src='http://images.imgehost.com/3927/banners/08022007/PP Feeling Lucky2 - 120x600.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gskv"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1Gsln'><img src='http://images.imgehost.com/3927/banners/08022007/PP Cash In3 - 160x600.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gslq"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1Gslx'><img src='http://images.imgehost.com/3927/banners/08022007/PP Cash Tournaments - 160x600.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gslz"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1Gsm3'><img src='http://images.imgehost.com/3927/banners/08022007/PP Cash Tournaments - 300x250.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gsm5"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1Gsm9'><img src='http://images.imgehost.com/3927/banners/08022007/PP Feeling Lucky2 - 720x300.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsmC"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
PurePlay- Play Poker and Win Cash!! (Email Submit),http://www.pureplay.com/registration_free_test_1.1/?c=M11T2S616&a=35435,3927,8/3/08,$1.30,"<a href='http://x.azjmp.com/1GsmF'><img src='http://images.imgehost.com/3927/banners/08022007/PP Feeling Lucky2 - 728x90.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GsmH"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
PurePlay-World Series of Poker Challenge,http://www.pureplay.com/registration_free_test_1.4/?c=M11T15S1563&a=35435,6088,3/30/08,$1.85,"<a href='http://x.azjmp.com/1Gskd'><img src='http://images1.azoogleads.com/ssa/6088_banners/247944.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gskg"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
PurePlay-World Series of Poker Challenge,http://www.pureplay.com/registration_free_test_1.4/?c=M11T15S1563&a=35435,6088,3/30/08,$1.85,"<a href='http://x.azjmp.com/1GskY'><img src='http://images1.azoogleads.com/ssa/6088_banners/247945.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1Gskb"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
PurePlay-World Series of Poker Challenge,http://www.pureplay.com/registration_free_test_1.4/?c=M11T15S1563&a=35435,6088,3/30/08,$1.85,"<a href='http://x.azjmp.com/1GskT'><img src='http://images1.azoogleads.com/ssa/6088_banners/247946.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GskW"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
PurePlay-World Series of Poker Challenge,http://www.pureplay.com/registration_free_test_1.4/?c=M11T15S1563&a=35435,6088,3/30/08,$1.85,"<a href='http://x.azjmp.com/1GskK'><img src='http://images1.azoogleads.com/ssa/6088_banners/247948.jpg' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GskM"" height=""1"" width=""1""></div>",720,300,no,no,mess_board_bottom,no,,,,,,
PurePlay-World Series of Poker Challenge,http://www.pureplay.com/registration_free_test_1.4/?c=M11T15S1563&a=35435,6088,3/30/08,$1.85,"<a href='http://x.azjmp.com/1GskF'><img src='http://images1.azoogleads.com/ssa/6088_banners/247949.gif' border='0'></a><div style='position:relative left:-1px; top:-1px;'><img src=""http://i.azjmp.com/1GskH"" height=""1"" width=""1""></div>",728,90,no,yes,no,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1GgCl""><img src=""http://images.imgehost.com/2017/May2006/banners/2017_120x600_1.gif"" border=""0"" width=""120"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GgCn"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1GgD1""><img src=""http://images.imgehost.com/2017/Oct2005/banners/120x600_FidnemailStatic.JPG"" border=""0"" width=""120"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GgD3"" height=""1"" width=""1""></div>",120,600,no,no,mess_board_right,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1GgD9""><img src=""http://images.imgehost.com/2017/Feb2006/banners/160x600_findout_rudc.gif"" border=""0"" width=""160"" height=""600""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1GgDC"" height=""1"" width=""1""></div>",160,600,no,no,mess_board_right,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1Gg6v""><img src=""http://images.imgehost.com/2017/May2006/banners/2017_300x250_1.gif"" border=""0"" width=""300"" height=""250""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gg6x"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
Reunion.com | White Label | SinglesReconnect.com ,http://affiliates.reunion.com/a/landa/download/nl-bl-ps.html?s_cid=AFF006880156AZ-35435,4772,5/3/08,$1.30,"<a href=""http://x.azjmp.com/1Gg73""><img src=""http://images.imgehost.com/2017/Feb2006/banners/300x250_EmailStatic.jpg"" border=""0"" width=""300"" height=""250""></a><div style=""position:relative left:-1px; top:-1px;""><img src=""http://i.azjmp.com/1Gg75"" height=""1"" width=""1""></div>",300,250,yes,yes,mess_board_bottom,no,,,,,,
